chr	start	end	CTRL1	CTRL2	CTRL3	HEAT6_1	HEAT6_2	HEAT6_3	HEAT12_1	HEAT12_2	HEAT12_3	HEAT24_1	HEAT24_2	HEAT24_3	CTRLmean	HEAT6mean	HEAT12mean	HEAT24mean	deltaCHG_6h	deltaCHG_12h	deltaCHG_24h
1	10474800	10474900	0.0	0.0	0.0	0.0	0.0	0.04761904761904767	0.0	0.0	0.09523809523809534	0.0	0.0	0.0	0.0	0.01587301587301589	0.03174603174603178	0.0	0.01587301587301589	0.03174603174603178	0.0
1	10474900	10475000	0.0	0.0	0.2	0.0	0.0	0.0	0.0555555555555555	0.0	0.0	0.0	0.0	0.0833333333333335	0.06666666666666667	0.0	0.0185185185185185	0.027777777777777832	-0.06666666666666667	-0.04814814814814816	-0.038888888888888834
1	10475000	10475100	0.4375	0.5493551587301588	0.5015916149068322	0.21313131313131298	0.560655207280081	0.5965784549585672	0.11243386243386233	0.467476404976405	0.420343137254902	0.32738095238095233	0.490839770251535	0.6758241758241758	0.49614892454566367	0.4567883251233204	0.33341780155505646	0.498014966152221	-0.03936059942234327	-0.1627311229906072	0.0018660416065573449
1	10475100	10475200	0.34706688596491236	0.119047619047619	0.625	0.36875	0.8320482295482297	0.5142132173382172	0.17083333333333325	0.4594551282051281	0.6797979797979797	0.30277777777777776	0.6583333333333334	0.242063492063492	0.36370483500417716	0.5716704822954822	0.4366954804454804	0.4010582010582011	0.20796564729130507	0.07299064544130324	0.03735336605402395
1	10475200	10475300	0.3125	0.5	0.75	0.17222222222222217	1.0	0.6755514705882355	0.17222222222222217	0.8470279720279721	0.7925925925925927	0.1999999999999998	0.7115384615384615	0.5625	0.5208333333333334	0.6159245642701525	0.6039475956142623	0.4913461538461537	0.09509123093681915	0.08311426228092889	-0.02948717948717966
1	10475300	10475400	0.2964285714285714	1.0	1.0	0.20277777777777767	0.875	0.5413997113997114	0.3183333333333333	0.5349206349206349	0.7058080808080808	0.48148148148148157	0.5309090909090909	0.875	0.7654761904761904	0.5397258297258297	0.5196873496873496	0.6291301907968575	-0.2257503607503607	-0.24578884078884078	-0.13634599967933292
1	10475400	10475500	0.08333333333333337	0.5	1.0	0.1666666666666667	0.6833333333333333	0.7541666666666668	0.22142857142857145	0.6416666666666666	0.43197278911564624	0.32142857142857145	0.9583333333333333	0.475	0.5277777777777778	0.5347222222222223	0.4316893424036281	0.584920634920635	0.006944444444444531	-0.09608843537414968	0.05714285714285716
1	10475500	10475600	0.20833333333333334	0.0	0.46153846153846156	0.014285714285714287	0.16666666666666666	0.7371031746031745	0.4488095238095237	0.6296296296296297	0.6296296296296297	0.30476190476190484	0.8	0.9166666666666666	0.2232905982905983	0.3060185185185185	0.5693562610229277	0.6738095238095237	0.08272792022792022	0.3460656627323294	0.4505189255189255
1	10475600	10475700	0.22619047619047622	0.0	0.9	0.0	0.8181818181818182	1.0	0.20297619047619062	0.2880952380952381	0.2	0.21000000000000002	0.7708333333333335	0.6190476190476191	0.3753968253968254	0.6060606060606061	0.23035714285714293	0.5332936507936509	0.23066378066378068	-0.14503968253968247	0.15789682539682548
1	10475700	10475800	0.09090909090909091	0.0	0.5599999999999999	0.0	0.24242424242424238	0.5151515151515151	0.12777777777777774	0.43194444444444446	0.12244897959183672	0.38333333333333336	0.5	0.46527777777777785	0.21696969696969695	0.25252525252525254	0.22739040060468632	0.44953703703703707	0.03555555555555559	0.01042070363498937	0.23256734006734012
1	10475800	10475900	0.4166666666666667	0.0	0.23076923076923078	0.03571428571428571	0.3181818181818182	0.31410256410256415	0.14505494505494507	0.33333333333333337	0.45555555555555555	0.12948717948717944	0.0	0.29487179487179493	0.21581196581196582	0.22266622266622269	0.3113146113146113	0.14145299145299148	0.006854256854256863	0.09550264550264548	-0.07435897435897434
1	10475900	10476000	0.0	0.0	0.125	0.0	0.0	0.125	0.0625	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.041666666666666664	0.020833333333333332	0.0	0.0	-0.020833333333333332	-0.041666666666666664
1	10476000	10476100	0.0	0.0555555555555555	0.03333333333333333	0.06944444444444449	0.016666666666666666	0.0	0.0	0.111111111111111	0.0	0.0	0.0	0.0	0.029629629629629606	0.028703703703703717	0.037037037037037	0.0	-0.0009259259259258891	0.007407407407407394	-0.029629629629629606
1	10476100	10476200	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0555555555555555	0.0222222222222222	0.0	0.03125	0.0	0.013333333333333334	0.0	0.025925925925925897	0.010416666666666666	-0.013333333333333334	0.012592592592592563	-0.002916666666666668
1	10476200	10476300	0.0	0.0357142857142857	0.125	0.0	0.0	0.03846153846153845	0.043478260869565195	0.1	0.0	0.0	0.0	0.0	0.05357142857142857	0.012820512820512817	0.047826086956521734	0.0	-0.04075091575091575	-0.005745341614906835	-0.05357142857142857
1	10476300	10476400	0.0	0.0	0.0	0.0	0.0555555555555555	0.0	0.0263157894736842	0.0	0.17045454545454544	0.0	0.0833333333333335	0.1666666666666665	0.0	0.0185185185185185	0.06559011164274321	0.08333333333333333	0.0185185185185185	0.06559011164274321	0.08333333333333333
1	10476400	10476500	0.0	0.0	0.0	0.02083333333333335	0.0588235294117647	0.0	0.0	0.02941176470588235	0.0277777777777778	0.025	0.0	0.0	0.0	0.02655228758169935	0.019063180827886717	0.008333333333333333	0.02655228758169935	0.019063180827886717	0.008333333333333333
1	10476600	10476700	0.0		0.0	0.0	0.0	0.0	0.166666666666667		0.166666666666667	0.0	0.0	1.0	0.0	0.0	0.166666666666667	0.3333333333333333	0.0	0.166666666666667	0.3333333333333333
1	10476700	10476800	0.019607843137254898	0.0	0.12037037037037034	0.06666666666666667	0.0	0.0	0.0	0.0	0.023809523809523798	0.020833333333333332	0.027777777777777766	0.03606237816764133	0.046659404502541746	0.022222222222222223	0.007936507936507933	0.02822449642625081	-0.024437182280319523	-0.03872289656603381	-0.018434908076290935
1	10476800	10476900	0.05	0.0	0.0	0.05	0.0	0.08333333333333325	0.0	0.0	0.0	0.0	0.02777777777777775	0.0	0.016666666666666666	0.04444444444444442	0.0	0.00925925925925925	0.027777777777777752	-0.016666666666666666	-0.007407407407407416
1	10477000	10477100	0.027777777777777766	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.027777777777777766	0.0	0.06666666666666667	0.009259259259259255	0.013888888888888888	0.0	0.03148148148148148	0.004629629629629633	-0.009259259259259255	0.022222222222222223
1	10477100	10477200	0.0	0.04166666666666675	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.02777777777777775	0.0	0.0	0.013888888888888916	0.016666666666666666	0.0	0.00925925925925925	0.0027777777777777506	-0.013888888888888916	-0.004629629629629666
1	10477200	10477300	0.020833333333333374	0.0	0.0	0.020032051282051273	0.03571428571428571	0.0	0.028125	0.0	0.0625	0.05119047619047625	0.03125	0.046875	0.006944444444444458	0.01858211233211233	0.030208333333333334	0.04310515873015875	0.01163766788766787	0.023263888888888876	0.036160714285714296
1	10477300	10477400	0.0	0.041666666666666664	0.0	0.015873015873015855	0.023809523809523857	0.09722222222222217	0.0	0.0	0.0	0.03174603174603171	0.0	0.04897959183673472	0.013888888888888888	0.04563492063492062	0.0	0.026908541194255477	0.03174603174603173	-0.013888888888888888	0.01301965230536659
1	10477400	10477500	0.0	0.0	0.0	0.04040404040404037	0.033333333333333395	0.0	0.075	0.028571428571428602	0.0	0.08484848484848498	0.1066666666666666	0.025	0.0	0.02457912457912459	0.03452380952380953	0.07217171717171719	0.02457912457912459	0.03452380952380953	0.07217171717171719
1	10477500	10477600	0.0	0.0	0.0	0.06666666666666667	0.08333333333333333	0.0	0.0	0.0	0.074074074074074	0.0	0.0	0.11428571428571434	0.0	0.049999999999999996	0.024691358024691332	0.03809523809523811	0.049999999999999996	0.024691358024691332	0.03809523809523811
1	10477600	10477700	0.0	0.07142857142857151	0.0	0.1	0.0	0.0	0.0555555555555555	0.0833333333333335	0.0	0.0	0.0	0.0555555555555555	0.023809523809523836	0.03333333333333333	0.046296296296296335	0.0185185185185185	0.009523809523809497	0.0224867724867725	-0.005291005291005336
1	10477700	10477800	0.0	0.0	0.0	0.0	0.0	0.0833333333333335	0.0	0.0833333333333335	0.0	0.0	0.0	0.0555555555555555	0.0	0.027777777777777832	0.027777777777777832	0.0185185185185185	0.027777777777777832	0.027777777777777832	0.0185185185185185
1	10477800	10477900	0.0	0.0	0.0	0.0833333333333335	0.0	0.0	0.0	0.0	0.0833333333333335	0.0	0.0	0.0	0.0	0.027777777777777832	0.027777777777777832	0.0	0.027777777777777832	0.027777777777777832	0.0
1	10477900	10478000	0.0555555555555555	0.041666666666666664	0.5833333333333334	0.0	0.08333333333333333	0.08333333333333333	0.0	0.0	0.041666666666666664	0.0	0.0	0.08333333333333333	0.22685185185185186	0.05555555555555555	0.013888888888888888	0.027777777777777776	-0.1712962962962963	-0.21296296296296297	-0.19907407407407407
1	10478000	10478100	0.6150793650793653	0.8090909090909091	0.6336553945249597	0.5622895622895624	0.628787878787879	0.5899122807017544	0.6046783625730997	0.6144781144781146	0.6458333333333334	0.6393534002229657	0.6666666666666666	0.7743589743589743	0.6859418895650781	0.5936632405930653	0.6216632701281827	0.6934596804162022	-0.09227864897201277	-0.06427861943689539	0.00751779085112414
1	10478100	10478200	0.4618381618381618	0.4979520479520479	0.73989898989899	0.533008658008658	0.7657569850552307	0.6563714063714065	0.576923076923077	0.7049963924963925	0.7756493506493505	0.4460648148148149	0.7777777777777778	0.7700396825396826	0.5665630665630665	0.6517123498117651	0.6858562733562733	0.6646274250440918	0.08514928324869853	0.11929320679320676	0.09806435848102524
1	10478200	10478300	0.4961616161616162	0.6	0.5532879818594104	0.5934065934065933	0.5544926303854875	0.7057985873775348	0.47574568288853997	0.5296296296296296	0.522420634920635	0.5222222222222223	0.6405723905723907	0.8181818181818182	0.5498165326736756	0.6178992703898718	0.5092653158129349	0.6603254769921437	0.06808273771619622	-0.0405512168607407	0.11050894431846814
