chr	start	end	C1	C2	C3	H6_1	H6_2	H6_3	H12_1	H12_2	H12_3	H24_1	H24_2	H24_3	CTRLmean	H6mean	deltaCHH_6h	H12mean	deltaCHH_12h	H24mean	deltaCHH_24h
1	27990900	27991000	0.0378787878787878	0.0646645021645021	0.0757575757575757	0.0203733766233766	0.0412190082644628	0.0178571428571428	0.0034965034965034	0.0208818958818958	0.0036630036630036	0.0308441558441558	0.0175438596491227	0.0178571428571428	0.0594336219336218	0.026483175914994	-0.0329504460186278	0.0093471343471342	-0.0500864875864876	0.0220817194501404	-0.0373519024834814
1	27991000	27991100	0.0	0.03125	0.074074074074074	0.0125	0.046875	0.0401785714285714	0.0104166666666666	0.0459770114942528	0.0579710144927536	0.0	0.0	0.0273809523809523	0.035108024691358	0.0331845238095237	-0.0019235008818342	0.038121564217891	0.003013539526533	0.0091269841269841	-0.0259810405643739
1	27991100	27991200	0.0375	0.074074074074074	0.1666666666666666	0.0	0.1236111111111111	0.3034722222222223	0.0479166666666667	0.087719298245614	0.0454545454545454	0.0260416666666666	0.15	0.0	0.0927469135802468	0.1423611111111111	0.0496141975308642	0.0603635034556087	-0.0323834101246381	0.0586805555555555	-0.0340663580246913
1	27991200	27991300	0.186111111111111	0.625	0.888888888888889	0.0089285714285714	0.3366666666666666	0.4630952380952381	0.2333333333333334	0.6	0.5700000000000001	0.3115079365079364	0.5666666666666668	0.4057971014492751	0.5666666666666667	0.269563492063492	-0.2971031746031746	0.4677777777777778	-0.0988888888888888	0.4279905682079594	-0.1386760984587072
1	27991300	27991400	0.4104166666666665	0.4891304347826088	0.875	0.5729166666666667	0.765625	0.578125	0.4427083333333336	0.4032258064516129	0.5578125	0.5572916666666667	0.5041666666666667	0.1458333333333333	0.5915157004830918	0.638888888888889	0.0473731884057971	0.4679155465949822	-0.1236001538881095	0.4024305555555555	-0.1890851449275362
1	27991400	27991500	0.1235042735042735	0.4126984126984127	0.3446666666666667	0.2051282051282051	0.3708333333333334	0.4217948717948717	0.0	0.0185185185185185	0.2519230769230769	0.0166666666666666	0.4311224489795916	0.2076923076923077	0.2936231176231176	0.33258547008547	0.0389623524623524	0.0901471984805318	-0.2034759191425857	0.218493807779522	-0.0751293098435956
1	27991500	27991600	0.0967792207792208	0.5370370370370371	0.3561403508771929	0.1263474620617478	0.4595704948646125	0.1337159863945578	0.0	0.4633333333333332	0.2470238095238094	0.1860119047619048	0.52	0.3318452380952381	0.3299855362311503	0.2398779811069727	-0.0901075551241775	0.2367857142857141	-0.0931998219454361	0.3459523809523809	0.0159668447212306
1	27991600	27991700	0.0615701171256727	0.3958333333333332	0.2996031746031747	0.0323809523809524	0.1398385565052231	0.6238636363636363	0.0074074074074074	0.0823343323343323	0.2897435897435897	0.0999928642785786	0.2118055555555555	0.0786281179138322	0.2523355416873935	0.2653610484166039	0.0130255067292104	0.1264951098284431	-0.1258404318589503	0.1301421792493221	-0.1221933624380714
1	27991700	27991800	0.0526900183150183	0.340909090909091	0.303030303030303	0.1609703020993343	0.5794856831621538	0.5650990423717697	0.0047855370436015	0.168010752688172	0.2511904761904762	0.1055718475073313	0.3228216228216227	0.1398617511520737	0.2322098040848041	0.4351850092110859	0.2029752051262817	0.1413289219740832	-0.0908808821107208	0.1894184071603425	-0.0427913969244615
1	27991800	27991900	0.0803155178155178	0.2750000000000001	0.1951754385964912	0.2118419215193408	0.1635050316422865	0.2047453703703703	0.0729530885780885	0.1741477272727272	0.4964285714285714	0.0855879752431476	0.1744200244200243	0.2042602899745756	0.1834969854706697	0.1933641078439991	0.0098671223733294	0.247843129093129	0.0643461436224593	0.1547560965459158	-0.0287408889247538
1	27991900	27992000	0.0129706152433425	0.0625	0.099859943977591	0.0041666666666666	0.0628571428571429	0.0326086956521739	0.0151783380018674	0.0797101449275362	0.005	0.0296442687747035	0.0	0.0995840760546643	0.0584435197403111	0.0332108350586611	-0.02523268468165	0.0332961609764678	-0.0251473587638433	0.0430761149431226	-0.0153674047971885
1	27992000	27992100	0.015495642701525	0.0833333333333333	0.1666666666666666	0.0148148148148148	0.0	0.0303030303030302	0.023406862745098	0.0049019607843137	0.0192307692307692	0.0294117647058823	0.0	0.0	0.0884985475671749	0.0150392817059483	-0.0734592658612266	0.0158465309200603	-0.0726520166471146	0.0098039215686274	-0.0786946259985475
1	27992100	27992200	0.43013468013468	0.0	0.1762820512820512	0.2842261904761905	0.5571428571428573	0.1392156862745098	0.0447845804988662	0.5866666666666666	0.0571428571428571	0.0	0.8095238095238095	0.0991935483870967	0.2021389104722437	0.3268615779645192	0.1247226674922754	0.2295313681027966	0.0273924576305528	0.3029057859703021	0.1007668754980583
1	27992200	27992300	0.1769611701429883	0.0357142857142857	0.4583333333333333	0.1330927242691948	0.150547138047138	0.1552632233666717	0.076542317331791	0.2846320346320347	0.0613333333333333	0.0	0.5380952380952381	0.1551378446115288	0.2236695963968691	0.1463010285610015	-0.0773685678358676	0.140835895099053	-0.0828337012978161	0.2310776942355889	0.0074080978387198
1	27992300	27992400	0.2936012591092805	0.0706709956709957	0.2133333333333333	0.4522077922077922	0.6045454545454546	0.2971532091097308	0.4820027195027195	0.7875901875901877	0.2610544217687074	0.1997598361234724	0.5409090909090909	0.3834706959706959	0.1925351960378698	0.4513021519543259	0.258766955916456	0.5102157762872049	0.3176805802493351	0.374713207667753	0.1821780116298832
1	27992400	27992500	0.0204081632653061	0.1303287981859409	0.3142857142857143	0.2392512077294686	0.3571428571428571	0.3554421768707483	0.4380314625850339	0.4825207860922147	0.2316326530612246	0.4495682888540031	0.7048872180451128	0.3080745341614908	0.1550075585789871	0.3172787472476913	0.1622711886687042	0.3840616339128244	0.2290540753338373	0.4875100136868688	0.3325024551078818
1	27992500	27992600	0.0211640211640211	0.0	0.0571428571428571	0.0395061728395061	0.0417989417989418	0.3382173382173382	0.1617647058823527	0.0490299823633157	0.1609126984126984	0.0067460317460317	0.0719954648526077	0.0474910394265232	0.0261022927689594	0.1398408176185953	0.1137385248496359	0.1239024622194556	0.0978001694504962	0.0420775120083875	0.0159752192394281
1	27992600	27992700	0.0382107843137254	0.05501443001443	0.2581417624521071	0.1680186480186479	0.2349206349206349	0.3676587301587302	0.0803807303807303	0.0801683501683501	0.1712250712250712	0.2165018315018314	0.1348214285714286	0.0805555555555555	0.1171223255934208	0.2568660043660043	0.1397436787725834	0.1105913839247172	-0.0065309416687036	0.1439596052096051	0.0268372796161843
1	27992700	27992800	0.0918181818181818	0.1355555555555555	0.5001784224006447	0.1320526695526696	0.0974186307519641	0.1879761904761904	0.0977300477300477	0.158560606060606	0.2094444444444444	0.0748667998667998	0.129537037037037	0.1458974358974358	0.2425173865914607	0.139149163593608	-0.1033682229978526	0.1552450327450327	-0.0872723538464279	0.1167670909337575	-0.1257502956577031
1	27992800	27992900	0.0265068265068265	0.0609987631416202	0.2083333333333334	0.0554555761698618	0.0622222222222222	0.0771428571428571	0.1075798011512297	0.0645743145743145	0.0866666666666666	0.0551515151515151	0.0503401360544218	0.0904761904761904	0.09861297432726	0.064940218511647	-0.0336727558156129	0.0862735941307369	-0.0123393801965231	0.0653226138940424	-0.0332903604332175
1	27992900	27993000	0.0176062573789846	0.0417233560090702	0.0613636363636363	0.0089285714285714	0.03	0.0151515151515151	0.0269334831834832	0.0493686868686868	0.0196078431372548	0.0104665071770335	0.0533333333333333	0.0181818181818181	0.0402310832505637	0.0180266955266955	-0.0222043877238682	0.0319700043964749	-0.0082610788540887	0.0273272195640616	-0.012903863686502
1	27993000	27993100	0.0106060606060606	0.0625	0.010752688172043	0.0078940667175961	0.0339105339105339	0.0105263157894736	0.0055315055315055	0.0679425837320574	0.0	0.032511259783987	0.0598845598845598	0.0488571428571428	0.0279529162593678	0.0174436388058678	-0.0105092774535	0.0244913630878543	-0.0034615531715135	0.0470843208418965	0.0191314045825286
1	27993100	27993200	0.0	0.01	0.0125	0.0302296918767506	0.0	0.0183673469387755	0.0043290043290043	0.0111111111111111	0.0333333333333333	0.0292506105006104	0.1076923076923076	0.0142045454545454	0.0075	0.0161990129385087	0.0086990129385087	0.0162578162578162	0.0087578162578162	0.0503824878824878	0.0428824878824878
1	27993200	27993300	0.0152116402116402	0.0661405723905724	0.0555555555555555	0.0043016194331983	0.0104166666666666	0.1392857142857143	0.0048931284225401	0.03505291005291	0.0606060606060606	0.0161290322580645	0.0396825396825397	0.0924355158730158	0.045635922719256	0.051334666795193	0.005698744075937	0.0335173663605035	-0.0121185563587524	0.0494156959378733	0.0037797732186172
1	27993300	27993400	0.0	0.0	0.0238095238095238	0.0	0.0	0.0	0.0378787878787878	0.0	0.0	0.0227272727272727	0.0	0.0909090909090909	0.0079365079365079	0.0	-0.0079365079365079	0.0126262626262625	0.0046897546897546	0.0378787878787878	0.0299422799422799
1	27993400	27993500	0.0172311348781937	0.0155844155844155	0.037037037037037	0.0	0.0591666666666666	0.0395833333333333	0.0231200897867564	0.0185185185185185	0.0	0.0123722431414739	0.0	0.0282051282051282	0.0232841958332154	0.0329166666666666	0.0096324708334512	0.0138795361017583	-0.0094046597314571	0.0135257904488673	-0.009758405384348
1	27993500	27993600	0.0201149425287356	0.0	0.0318181818181818	0.0120689655172413	0.0289855072463767	0.0517241379310344	0.0086206896551724	0.0277777777777777	0.0457142857142857	0.0086206896551724	0.0804597701149425	0.0133333333333333	0.0173110414489724	0.0309262035648841	0.0136151621159116	0.0273709177157452	0.0100598762667727	0.0341379310344827	0.0168268895855102
