chr	start	end	C1	C2	C3	H6_1	H6_2	H6_3	H12_1	H12_2	H12_3	H24_1	H24_2	H24_3	CTRLmean	H6mean	deltaCHH_6h	H12mean	deltaCHH_12h	H24mean	deltaCHH_24h
1	22699400	22699500	0.0765322205744032	0.0652392052392052	0.0615674603174603	0.051725905673274	0.0872161017517055	0.0561874236874236	0.0345558240778828	0.0728113553113553	0.0660014985014984	0.0326886189258311	0.0355555555555555	0.0345607608765503	0.0677796287103562	0.0650431437041343	-0.0027364850062218	0.0577895592969121	-0.009990069413444	0.0342683117859789	-0.0335113169243772
1	22699500	22699600	0.0192016317016317	0.0255471024701793	0.0280372405372405	0.017094017094017	0.0358681539677014	0.0299617049617049	0.0184294871794871	0.0330954176542411	0.0777167277167277	0.0095029239766081	0.0064102564102564	0.0253205128205128	0.0242619915696838	0.0276412920078077	0.0033793004381239	0.0430805441834853	0.0188185526138014	0.0137445644024591	-0.0105174271672247
1	22699600	22699700	0.0168305378831694	0.0538610134727944	0.0388471177944862	0.0276942355889724	0.0369995501574448	0.02950996372049	0.0327638950316969	0.0441025810139383	0.0279834200886832	0.0368865783339467	0.031578947368421	0.0179297772095555	0.0365128897168166	0.0314012498223024	-0.0051116398945142	0.0349499653781061	-0.0015629243387105	0.0287984343039743	-0.0077144554128422
1	22699700	22699800	0.0144047619047619	0.0493333333333333	0.0333333333333333	0.0033333333333333	0.0309999999999999	0.0069696969696969	0.0100417710944026	0.0254444444444444	0.055	0.0193030303030302	0.0333333333333333	0.0376363636363636	0.0323571428571428	0.0137676767676767	-0.0185894660894661	0.0301620718462823	-0.0021950710108605	0.030090909090909	-0.0022662337662338
1	22699800	22699900	0.0023529411764705	0.0587142857142857	0.0271428571428571	0.0283253968253968	0.0114285714285714	0.0216666666666666	0.0093333333333333	0.0262698412698412	0.0314920634920635	0.0223809523809524	0.0533333333333333	0.0269696969696969	0.0294033613445377	0.0204735449735449	-0.0089298163709928	0.0223650793650793	-0.0070382819794584	0.0342279942279942	0.0048246328834564
1	22699900	22700000	0.0230952380952381	0.065047619047619	0.0	0.0229355089355089	0.008	0.0463333333333333	0.0369696969696969	0.0428571428571428	0.0088888888888888	0.0206060606060606	0.1227324263038549	0.016	0.0293809523809523	0.0257562807562807	-0.0036246716246716	0.0295719095719095	0.0001909571909571	0.0531128289699718	0.0237318765890194
1	22700000	22700100	0.1473237943826179	0.1495495495495495	0.3443264693264693	0.1021396396396396	0.1361904761904761	0.1894485394485394	0.0214305214305214	0.0142857142857142	0.1824324324324323	0.0156824892119009	0.2827777777777778	0.4326898326898328	0.2137332710862122	0.142592885092885	-0.0711403859933272	0.0727162227162226	-0.1410170483699896	0.2437166998931705	0.0299834288069582
1	22700100	22700200	0.283982683982684	0.3736559139784945	0.4977032227032227	0.1120697484333848	0.2150537634408601	0.3132931042021951	0.0697822379640562	0.4137931034482758	0.3981962481962482	0.1829277748395395	0.4393939393939394	0.1695402298850574	0.3851139402214671	0.2134722053588133	-0.1716417348626538	0.29392386320286	-0.091190077018607	0.2639539813728455	-0.1211599588486216
1	22700200	22700300	0.1928571428571429	0.2894736842105262	0.3253333333333333	0.1212018140589569	0.2692307692307692	0.2390269151138717	0.0976713762428048	0.0769230769230769	0.3594812925170066	0.1101190476190476	0.5370370370370371	0.0123456790123456	0.2692213868003341	0.2098198328011992	-0.0594015539991348	0.1780252485609627	-0.0911961382393713	0.2198339212228101	-0.049387465577524
1	22700300	22700400	0.0045454545454545	0.0	0.0	0.004	0.1521739130434782	0.0079365079365079	0.004	0.0	0.14	0.0177777777777777	0.0	0.01	0.0015151515151515	0.0547034736599953	0.0531883221448438	0.048	0.0464848484848485	0.0092592592592592	0.0077441077441077
1	22700400	22700500	0.0277777777777777	0.04	0.0	0.0	0.1587301587301587	0.0333333333333333	0.0227272727272727	0.0408163265306122	0.1011904761904761	0.0080952380952381	0.0119047619047619	0.0	0.0225925925925925	0.0640211640211639	0.0414285714285714	0.054911358482787	0.0323187658901944	0.0066666666666666	-0.0159259259259259
1	22700500	22700600	0.2321428571428571	0.45	0.9090909090909092	0.0833333333333333	0.429951690821256	0.2557471264367816	0.2521164021164021	0.4032921810699588	0.3491028295376121	0.1573809523809524	0.3467948717948718	0.2699999999999999	0.5304112554112554	0.2563440501971236	-0.2740672052141318	0.3348371375746577	-0.1955741178365977	0.258058608058608	-0.2723526473526474
1	22700600	22700700	0.202020202020202	0.8	0.5727272727272726	0.0858585858585858	0.3134319384319384	0.3264367816091954	0.1742784992784992	0.2902210884353741	0.7571067821067821	0.1638888888888888	0.2358585858585858	0.1692307692307692	0.5249158249158249	0.2419091019665732	-0.2830067229492516	0.4072021232735518	-0.117713701642273	0.1896594146594146	-0.3352564102564103
