chr	start	end	CTRL1	CTRL2	CTRL3	HEAT6_1	HEAT6_2	HEAT6_3	HEAT12_1	HEAT12_2	HEAT12_3	HEAT24_1	HEAT24_2	HEAT24_3	CTRLmean	HEAT6mean	HEAT12mean	HEAT24mean	deltaCHG_6h	deltaCHG_12h	deltaCHG_24h
1	25048000	25048100	0.0555555555555555	0.0	0.125	0.0	0.0	0.0	0.0	0.1666666666666665	0.0	0.0	0.1666666666666665	0.0714285714285715	0.0601851851851851	0.0	0.0555555555555555	0.0793650793650793	-0.0601851851851851	-0.0046296296296296	0.0191798941798941
1	25048200	25048300	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333333333333	0.0	0.0	0.0833333333333333	0.0	0.0
1	25048300	25048400	0.0	0.0584415584415584	0.0625	0.0326151121605667	0.0303030303030302	0.1212121212121211	0.0212514757969303	0.0	0.0454545454545454	0.0181818181818181	0.0303030303030302	0.0	0.0403138528138528	0.0613767545585727	0.0222353404171586	0.0161616161616161	0.0210629017447199	-0.0180785123966942	-0.0241522366522366
1	25048400	25048500	0.0	0.25	0.3333333333333335	0.125	0.357142857142857	0.15	0.2142857142857145	0.35	0.325	0.1916666666666666	0.6166666666666665	0.3333333333333335	0.1944444444444445	0.2107142857142856	0.2964285714285715	0.3805555555555555	0.0162698412698411	0.1019841269841269	0.186111111111111
1	25048500	25048600	0.0555555555555556	0.35	0.5138888888888888	0.1087301587301588	0.2333333333333333	0.300925925925926	0.1818181818181816	0.3541666666666667	0.3333333333333333	0.1555555555555556	0.5000000000000002	0.242857142857143	0.3064814814814815	0.2143298059964727	0.2897727272727272	0.2994708994708996	-0.0921516754850087	-0.0167087542087542	-0.0070105820105819
1	25048600	25048700	0.2841368227731864	0.2505050505050505	0.8131127450980392	0.1218448218448219	0.4608395989974937	0.2405525846702317	0.1541125541125542	0.2964285714285714	0.2460088930677166	0.1680194805194805	0.3598484848484849	0.1753246753246753	0.4492515394587587	0.2744123351708491	0.2321833395362807	0.2343975468975469	-0.1748392042879095	-0.2170681999224779	-0.2148539925612117
1	25048700	25048800	0.0	0.0	0.0	0.0555555555555555	0.0	0.2666666666666665	0.0	0.0	0.125	0.0	0.0	0.125	0.0	0.1074074074074073	0.0416666666666666	0.0416666666666666	0.1074074074074073	0.0416666666666666	0.0416666666666666
1	25048800	25048900	0.555555555555556	0.833333333333333	0.933333333333333	0.5	0.8	1.0	0.636363636363636	0.666666666666667	0.666666666666667	0.642857142857143	0.6	0.0	0.774074074074074	0.7666666666666666	0.6565656565656567	0.4142857142857143	-0.0074074074074074	-0.1175084175084173	-0.3597883597883597
1	25048900	25049000	0.4888888888888889	0.6044444444444443	0.6525252525252526	0.4012337662337663	0.4636363636363635	0.45	0.3702777777777776	0.3329304029304027	0.5838095238095238	0.3995344129554654	0.65	0.0666666666666666	0.5819528619528619	0.4382900432900432	0.4290059015059014	0.3720670265407106	-0.1436628186628186	-0.1529469604469605	-0.2098858354121512
1	25049000	25049100	0.0	0.0	0.3333333333333333	0.0111111111111111	0.1444444444444443	0.3333333333333333	0.0	0.0	0.0	0.0	0.0277777777777778	0.0	0.1111111111111111	0.1629629629629629	0.0	0.0092592592592592	0.0518518518518518	-0.1111111111111111	-0.1018518518518518
1	25049100	25049200	0.3935185185185185	0.4444444444444444	0.371031746031746	0.2492063492063492	0.4320987654320987	0.4333333333333333	0.4444444444444444	0.5370370370370369	0.3851851851851852	0.3919753086419753	0.7185185185185186	0.5218253968253967	0.4029982363315696	0.3715461493239271	0.4555555555555555	0.5441064079952969	-0.0314520870076425	0.0525573192239858	0.1411081716637272
1	25049200	25049300	0.5479497354497355	0.7	0.5201719576719577	0.4365079365079367	0.6666666666666666	0.625	0.5079365079365078	0.65	0.638888888888889	0.473063973063973	0.5	0.5936507936507935	0.589373897707231	0.576058201058201	0.5989417989417989	0.5222382555715889	-0.0133156966490299	0.0095679012345678	-0.0671356421356421
1	25049300	25049400	0.0	0.125	0.0	0.0416666666666666	0.111111111111111	0.0	0.0	0.0	0.0	0.05	0.142857142857143	0.0	0.0416666666666666	0.0509259259259258	0.0	0.0642857142857143	0.0092592592592592	-0.0416666666666666	0.0226190476190476
1	25049400	25049500	0.0	0.1666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.1333333333333332	0.0	0.0	0.0	0.0555555555555555	0.0	0.0444444444444444	0.0	-0.0555555555555555	-0.0111111111111111	-0.0555555555555555
1	25049500	25049600	0.0	0.0	0.0714285714285715	0.0	0.0	0.0	0.0	0.0	0.0	0.0555555555555555	0.0	0.0	0.0238095238095238	0.0	0.0	0.0185185185185185	-0.0238095238095238	-0.0238095238095238	-0.0052910052910053
1	25049700	25049800	0.0357142857142857	0.0	0.0625	0.03125	0.0	0.05	0.0	0.0972222222222222	0.0277777777777777	0.0	0.0	0.0	0.0327380952380952	0.0270833333333333	0.0416666666666666	0.0	-0.0056547619047619	0.0089285714285714	-0.0327380952380952
1	25049800	25049900	0.0	0.0	0.0	0.0	0.0	0.0454545454545454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515151515151	0.0	0.0	0.0151515151515151	0.0	0.0
1	25049900	25050000	0.0	0.125	0.0714285714285715	0.0294117647058823	0.0	0.0	0.0357142857142857	0.0	0.0	0.0	0.2666666666666665	0.0	0.0654761904761905	0.0098039215686274	0.0119047619047618	0.0888888888888888	-0.055672268907563	-0.0535714285714286	0.0234126984126983
