chr	start	end	C1	C2	C3	H6_1	H6_2	H6_3	H12_1	H12_2	H12_3	H24_1	H24_2	H24_3	CTRLmean	H6mean	deltaCHH_6h	H12mean	deltaCHH_12h	H24mean	deltaCHH_24h
1	25047900	25048000	0.0078125	0.0489003184315684	0.0380434782608695	0.0095880681818181	0.036939276001776	0.0502108134920635	0.0087169774669774	0.0183531746031746	0.0455338064713065	0.015521978021978	0.0	0.0352825126262626	0.0315854322308126	0.0322460525585525	0.0006606203277398	0.0242013195138195	-0.0073841127169931	0.0169348302160802	-0.0146506020147324
1	25048000	25048100	0.0218637992831541	0.0	0.0370967741935484	0.0222606246799795	0.0618279569892472	0.0162570404505888	0.0126720054139408	0.013568868407578	0.0325652841781874	0.0023041474654377	0.0416666666666666	0.0075408462505236	0.0196535244922341	0.0334485407066051	0.013795016214371	0.0196020526665687	-5.147182566542924e-05	0.0171705534608759	-0.0024829710313581
1	25048100	25048200	0.0090702947845805	0.0480442176870748	0.0059523809523809	0.0120207173778602	0.0534580498866213	0.0179988662131519	0.0130681818181818	0.0274234693877551	0.0452806122448979	0.0211734693877551	0.0301020408163265	0.0292517006802721	0.021022297808012	0.0278258778258778	0.0068035800178657	0.0285907544836116	0.0075684566755995	0.0268424036281178	0.0058201058201058
1	25048200	25048300	0.0142332415059687	0.0102272727272727	0.009090909090909	0.0493259265986538	0.0387445887445887	0.0191197691197691	0.0227397602397602	0.0242424242424242	0.0334415584415584	0.0223484848484848	0.0307359307359307	0.0227272727272727	0.0111838077747168	0.0357300948210038	0.024546287046287	0.0268079143079142	0.0156241065331974	0.0252705627705627	0.0140867549958459
1	25048300	25048400	0.074537037037037	0.0095238095238095	0.0	0.0464556277056277	0.0089285714285714	0.2708333333333333	0.0306967338217338	0.0125	0.04375	0.0245535714285714	0.0208333333333333	0.0089285714285714	0.0280202821869488	0.1087391774891774	0.0807188953022286	0.0289822446072445	0.0009619624202957	0.0181051587301586	-0.0099151234567901
1	25048400	25048500	0.010204081632653	0.3737868480725622	0.5000000000000001	0.1745639281353568	0.4578911564625848	0.2383797155225728	0.2433697255125827	0.3126530612244897	0.3623809523809524	0.2607937300794445	0.6889754689754689	0.4979931972789114	0.2946636432350717	0.2902782667068381	-0.0043853765282336	0.3061345797060082	0.0114709364709365	0.4825874654446083	0.1879238222095365
1	25048500	25048600	0.0427429052429052	0.4230952380952381	0.3581989247311827	0.0800705467372134	0.2862268518518517	0.3024918300653596	0.1138888888888888	0.1488095238095238	0.2758156966490299	0.0977360602360602	0.3620098039215686	0.2111441798941799	0.2746790226897753	0.2229297428848082	-0.0517492798049671	0.1795047031158141	-0.0951743195739611	0.2236300146839362	-0.051049008005839
1	25048600	25048700	0.3154508043396931	0.2979423868312757	0.7439446366782005	0.1807399390732725	0.5281638418850321	0.2663501107945552	0.1999706055261611	0.3043154761904761	0.2948582281915615	0.1957001604060426	0.4864638447971782	0.1965608465608466	0.4524459426163898	0.3250846305842865	-0.1273613120321032	0.2663814366360662	-0.1860645059803236	0.2929082839213557	-0.159537658695034
1	25048700	25048800	0.0137142857142857	0.0125	0.0933333333333333	0.0247142857142857	0.042	0.048047619047619	0.03	0.0546666666666666	0.0426666666666666	0.0186031746031746	0.068	0.0433333333333333	0.0398492063492063	0.0382539682539682	-0.0015952380952381	0.0424444444444443	0.002595238095238	0.0433121693121693	0.0034629629629629
1	25048800	25048900	0.2276779701779702	0.2548440065681445	0.3471797472304572	0.1818843193843194	0.3534343434343435	0.2489814814814815	0.2045249195249194	0.2199962588851478	0.2977777777777778	0.2619035947712419	0.1974603174603175	0.0	0.2765672413255239	0.2614333814333814	-0.0151338598921424	0.2407663187292816	-0.0358009225962422	0.1531213040771864	-0.1234459372483375
1	25048900	25049000	0.2110082304526749	0.2373603762492651	0.3993506493506494	0.1911389022500133	0.2539094650205762	0.2227253199475422	0.1325464658797992	0.143059718059718	0.3135802469135803	0.1852891964003076	0.364	0.0092592592592592	0.2825730853508632	0.2225912290727105	-0.0599818562781526	0.1963954769510324	-0.0861776083998307	0.1861828185531889	-0.0963902667976742
1	25049000	25049100	0.0	0.0	0.1153846153846153	0.0114087301587301	0.0416666666666666	0.1623931623931623	0.0654982363315696	0.0208333333333333	0.0092592592592592	0.0629629629629629	0.0203703703703703	0.0138888888888888	0.0384615384615384	0.071822853072853	0.0333613146113145	0.0318636096413873	-0.006597928820151	0.0324074074074073	-0.006054131054131
1	25049100	25049200	0.6076680672268909	0.8137254901960784	0.5643557422969188	0.4255252100840336	0.7103758169934641	0.7957516339869282	0.6794117647058824	0.7443277310924368	0.6418300653594774	0.6332590612002377	0.9333333333333332	0.6915499533146594	0.6619164332399626	0.6438842203548086	-0.0180322128851539	0.6885231870525989	0.0266067538126362	0.7527141159494102	0.0907976827094475
1	25049200	25049300	0.3389724310776943	0.5888888888888888	0.4097222222222222	0.2475146198830409	0.58	0.4500730994152047	0.3841044919992288	0.4700292397660818	0.4875222816399288	0.3305954279638489	0.5833333333333334	0.5561375661375662	0.4458611807296018	0.4258625730994151	-0.0199986076301866	0.4472186711350798	0.001357490405478	0.4900221091449161	0.0441609284153143
1	25049300	25049400	0.0366666666666666	0.0387096774193548	0.0	0.0363636363636363	0.039426523297491	0.0068027210884353	0.0162198912198912	0.0090909090909091	0.0104301948051948	0.0	0.0	0.0085700757575757	0.0251254480286737	0.0275309602498542	0.0024055122211804	0.011913665038665	-0.0132117829900087	0.0028566919191919	-0.0222687561094818
1	25049400	25049500	0.0	0.0333333333333333	0.0073529411764705	0.0077985739750445	0.0	0.0344827586206896	0.0053688141923436	0.0	0.0588235294117647	0.0271836007130124	0.0	0.017156862745098	0.0135620915032679	0.0140937775319113	0.0005316860286434	0.0213974478680361	0.0078353563647681	0.0147801544860368	0.0012180629827688
1	25049500	25049600	0.0277027027027027	0.0343434343434343	0.0067567567567567	0.0098670098670098	0.0296439296439296	0.0146396396396396	0.02007722007722	0.0158730158730158	0.0451559934318555	0.0096642096642096	0.0	0.0298048048048047	0.0229342979342979	0.0180501930501929	-0.0048841048841049	0.0270354097940304	0.0041011118597325	0.013156338156338	-0.0097779597779598
1	25049600	25049700	0.0173469387755102	0.0409171075837742	0.0476615646258503	0.0168650793650793	0.0455782312925169	0.0340136054421768	0.006547619047619	0.0422424797424797	0.0158730158730158	0.0294642857142857	0.0178571428571428	0.033008658008658	0.0353085369950449	0.032152305366591	-0.0031562316284539	0.0215543715543715	-0.0137541654406734	0.0267766955266955	-0.0085318414683494
1	25049700	25049800	0.0223484848484848	0.0930194805194806	0.0355357142857142	0.0294642857142857	0.01875	0.0567857142857143	0.01	0.0497023809523809	0.0154761904761905	0.01625	0.0625	0.0216883116883116	0.0503012265512265	0.0349999999999999	-0.0153012265512265	0.0250595238095238	-0.0252417027417027	0.0334794372294372	-0.0168217893217893
1	25049800	25049900	0.0138888888888888	0.048015873015873	0.0429629629629629	0.0212962962962962	0.0143939393939393	0.0253357753357753	0.0211399711399711	0.0432234432234432	0.0044444444444444	0.0222222222222222	0.0222222222222222	0.0688383838383838	0.0349559082892415	0.0203420036753369	-0.0146139046139046	0.0229359529359529	-0.0120199553532886	0.0377609427609427	0.0028050344717011
1	25049900	25050000	0.0279247501469723	0.0506172839506172	0.0497795414462081	0.0064534231200897	0.0497354497354497	0.0386243386243386	0.0131574852163087	0.0450937950937951	0.0145502645502645	0.0084876543209876	0.0256944444444444	0.024074074074074	0.0427738585145992	0.031604403826626	-0.0111694546879732	0.0242671816201227	-0.0185066768944764	0.0194187242798353	-0.0233551342347638
1	25050000	25050100	0.0025641025641025	0.0386111111111111	0.0047619047619047	0.0023809523809523	0.0203571428571428	0.0416666666666666	0.0141414141414141	0.0268939393939393	0.0284013605442177	0.0114285714285714	0.0288888888888888	0.0301851851851851	0.0153123728123727	0.0214682539682539	0.0061558811558811	0.023145571359857	0.0078331985474842	0.0235008818342151	0.0081885090218423
